timeid,method,spot,districtid
6,neighborhood,cold,556
6,neighborhood,cold,557
6,neighborhood,cold,558
6,neighborhood,cold,560
6,neighborhood,cold,561
6,neighborhood,cold,562
6,neighborhood,hot,566
6,state,hot,566
6,state,hot,567
6,neighborhood,cold,570
6,neighborhood,hot,571
6,state,hot,571
6,neighborhood,cold,574
6,state,hot,575
6,neighborhood,hot,578
6,neighborhood,hot,579
6,state,hot,579
6,neighborhood,hot,583
6,state,hot,583
6,neighborhood,hot,584
6,state,hot,584
6,neighborhood,cold,587
6,neighborhood,cold,588
6,state,hot,589
6,neighborhood,hot,591
6,state,hot,591
6,neighborhood,cold,593
6,neighborhood,cold,600
6,neighborhood,hot,605
6,neighborhood,cold,606
6,neighborhood,hot,607
6,state,hot,607
6,neighborhood,cold,609
6,neighborhood,cold,611
6,neighborhood,hot,613
6,neighborhood,hot,622
6,neighborhood,cold,626
6,neighborhood,cold,629
6,neighborhood,hot,634
6,state,hot,634
6,neighborhood,cold,640
6,neighborhood,cold,641
6,neighborhood,cold,646
6,neighborhood,cold,648
6,state,hot,649
6,neighborhood,hot,651
6,state,hot,652
6,neighborhood,hot,661
6,neighborhood,cold,663
6,neighborhood,hot,665
6,neighborhood,hot,666
6,state,hot,666
6,neighborhood,cold,669
6,neighborhood,cold,671
6,neighborhood,hot,672
6,state,hot,672
6,neighborhood,cold,677
6,neighborhood,cold,678
6,state,cold,678
6,state,hot,682
6,neighborhood,hot,686
6,state,hot,686
6,neighborhood,hot,696
6,state,hot,696
6,state,hot,705
6,neighborhood,cold,707
6,neighborhood,cold,708
6,neighborhood,cold,710
6,neighborhood,hot,715
6,state,hot,715
6,neighborhood,hot,718
6,state,hot,718
6,neighborhood,cold,731
6,state,cold,732
6,state,hot,735
6,neighborhood,cold,736
6,neighborhood,hot,737
6,neighborhood,hot,742
6,state,hot,742
6,neighborhood,cold,743
7,neighborhood,cold,102
7,neighborhood,hot,103
7,neighborhood,hot,104
7,state,hot,104
7,state,hot,106
7,neighborhood,hot,107
7,neighborhood,hot,109
7,neighborhood,hot,110
7,state,hot,113
7,neighborhood,hot,114
7,neighborhood,cold,115
7,neighborhood,cold,116
7,neighborhood,hot,119
7,neighborhood,cold,121
7,neighborhood,hot,126
7,state,hot,126
7,neighborhood,hot,131
7,neighborhood,hot,133
7,neighborhood,cold,136
7,state,cold,136
7,neighborhood,cold,137
7,neighborhood,cold,138
7,neighborhood,cold,146
7,neighborhood,hot,147
7,neighborhood,cold,148
7,neighborhood,hot,155
7,neighborhood,hot,162
7,neighborhood,hot,165
7,state,hot,165
7,neighborhood,cold,167
7,neighborhood,hot,169
7,neighborhood,cold,176
7,neighborhood,hot,179
7,state,hot,179
7,neighborhood,cold,180
7,neighborhood,cold,181
7,neighborhood,cold,182
7,neighborhood,hot,184
7,neighborhood,cold,185
7,neighborhood,hot,188
7,neighborhood,cold,190
7,neighborhood,cold,200
7,neighborhood,cold,202
7,neighborhood,hot,206
7,state,hot,206
7,neighborhood,hot,208
7,neighborhood,cold,210
7,state,cold,210
7,neighborhood,hot,212
7,state,hot,212
7,neighborhood,cold,219
7,neighborhood,hot,221
7,neighborhood,cold,224
7,neighborhood,hot,225
7,state,hot,225
7,neighborhood,hot,226
7,state,hot,226
7,neighborhood,hot,230
7,neighborhood,hot,231
7,neighborhood,hot,232
7,state,cold,232
7,neighborhood,hot,235
7,neighborhood,cold,237
7,neighborhood,hot,239
7,neighborhood,hot,240
7,state,hot,240
7,neighborhood,hot,247
7,neighborhood,cold,249
7,neighborhood,hot,250
7,state,hot,257
7,neighborhood,cold,260
7,neighborhood,cold,263
7,state,hot,264
7,neighborhood,hot,266
7,neighborhood,hot,267
7,state,hot,267
7,neighborhood,cold,268
7,neighborhood,hot,270
7,state,hot,270
7,neighborhood,hot,276
7,neighborhood,hot,277
7,state,hot,277
7,neighborhood,hot,282
7,neighborhood,cold,290
7,neighborhood,hot,292
7,neighborhood,cold,296
7,neighborhood,cold,301
7,neighborhood,hot,304
7,neighborhood,hot,309
7,state,hot,309
7,neighborhood,hot,310
7,state,hot,310
7,neighborhood,cold,314
7,neighborhood,cold,315
7,neighborhood,cold,320
7,neighborhood,hot,324
7,neighborhood,cold,328
7,neighborhood,cold,329
7,state,cold,329
7,neighborhood,hot,332
7,state,hot,332
7,neighborhood,hot,333
7,state,hot,333
7,neighborhood,hot,335
7,state,hot,335
7,neighborhood,hot,337
7,state,hot,337
7,neighborhood,hot,339
7,neighborhood,hot,342
7,state,hot,342
7,neighborhood,hot,343
7,state,hot,343
7,neighborhood,cold,344
7,neighborhood,hot,351
7,neighborhood,hot,354
7,neighborhood,cold,355
7,neighborhood,cold,357
7,neighborhood,cold,358
7,neighborhood,hot,360
7,state,hot,360
7,neighborhood,cold,364
7,neighborhood,cold,369
7,neighborhood,hot,382
7,state,hot,382
7,neighborhood,cold,383
7,neighborhood,cold,384
7,neighborhood,cold,385
7,neighborhood,cold,386
7,state,cold,387
7,neighborhood,hot,390
7,state,hot,390
7,neighborhood,cold,391
7,neighborhood,cold,398
7,neighborhood,hot,405
7,state,hot,405
7,neighborhood,cold,410
7,neighborhood,cold,412
7,state,hot,413
7,neighborhood,cold,416
7,neighborhood,hot,417
7,neighborhood,hot,418
7,state,hot,418
7,neighborhood,hot,421
7,neighborhood,hot,425
7,state,hot,425
7,neighborhood,hot,427
7,neighborhood,cold,429
7,state,cold,429
7,neighborhood,cold,431
7,neighborhood,cold,432
7,neighborhood,hot,433
7,state,cold,434
7,neighborhood,hot,443
7,neighborhood,hot,445
7,state,hot,445
7,neighborhood,hot,449
7,neighborhood,hot,451
7,neighborhood,hot,454
7,state,hot,454
7,neighborhood,hot,455
7,state,hot,455
7,neighborhood,cold,456
7,state,cold,456
7,neighborhood,cold,457
7,neighborhood,hot,458
7,neighborhood,cold,463
7,state,cold,463
7,neighborhood,hot,469
7,neighborhood,cold,470
7,state,hot,472
7,neighborhood,hot,481
7,state,hot,481
7,neighborhood,hot,483
7,neighborhood,cold,485
7,state,cold,485
7,state,cold,486
7,neighborhood,hot,493
7,state,hot,493
7,neighborhood,cold,495
7,state,cold,495
7,neighborhood,hot,498
7,state,hot,498
7,neighborhood,hot,499
7,neighborhood,hot,506
7,state,hot,506
7,neighborhood,cold,512
7,neighborhood,hot,513
7,neighborhood,hot,520
7,neighborhood,cold,523
7,neighborhood,hot,526
7,state,hot,526
7,neighborhood,cold,529
7,neighborhood,hot,532
7,state,cold,535
7,neighborhood,cold,538
7,neighborhood,cold,542
7,state,cold,542
7,neighborhood,hot,544
7,state,hot,544
7,neighborhood,cold,545
7,neighborhood,hot,546
7,state,hot,546
7,neighborhood,hot,548
7,neighborhood,hot,549
7,neighborhood,cold,550
7,neighborhood,hot,552
7,neighborhood,hot,553
7,state,hot,553
7,neighborhood,cold,556
7,neighborhood,cold,558
7,state,cold,558
7,neighborhood,cold,560
7,neighborhood,cold,561
7,state,cold,561
7,neighborhood,cold,562
7,neighborhood,hot,563
7,state,hot,563
7,neighborhood,cold,565
7,neighborhood,hot,566
7,state,hot,566
7,state,hot,567
7,neighborhood,hot,568
7,neighborhood,hot,570
7,neighborhood,hot,571
7,state,hot,571
7,neighborhood,cold,574
7,neighborhood,hot,575
7,state,hot,575
7,neighborhood,hot,578
7,neighborhood,hot,579
7,state,hot,579
7,neighborhood,hot,583
7,state,hot,583
7,neighborhood,cold,585
7,neighborhood,cold,587
7,neighborhood,hot,591
7,state,hot,591
7,neighborhood,cold,593
7,neighborhood,hot,598
7,neighborhood,cold,600
7,neighborhood,cold,601
7,neighborhood,hot,604
7,neighborhood,cold,605
7,neighborhood,hot,606
7,state,hot,606
7,neighborhood,hot,607
7,neighborhood,cold,611
7,neighborhood,cold,614
7,neighborhood,cold,624
7,neighborhood,hot,625
7,neighborhood,cold,627
7,neighborhood,cold,629
7,neighborhood,cold,636
7,neighborhood,cold,638
7,neighborhood,cold,639
7,neighborhood,cold,640
7,neighborhood,cold,641
7,neighborhood,cold,642
7,neighborhood,cold,646
7,neighborhood,cold,648
7,state,hot,649
7,neighborhood,hot,651
7,neighborhood,hot,661
7,neighborhood,hot,665
7,neighborhood,hot,666
7,neighborhood,hot,671
7,neighborhood,hot,672
7,state,hot,672
7,neighborhood,cold,677
7,neighborhood,cold,678
7,neighborhood,hot,679
7,state,hot,682
7,neighborhood,cold,685
7,neighborhood,hot,686
7,state,hot,686
7,state,cold,696
7,neighborhood,hot,699
7,state,hot,699
7,neighborhood,cold,701
7,neighborhood,cold,707
7,neighborhood,cold,709
7,neighborhood,hot,715
7,state,hot,715
7,neighborhood,cold,716
7,neighborhood,hot,718
7,neighborhood,cold,721
7,neighborhood,cold,723
7,neighborhood,hot,724
7,state,cold,732
7,state,hot,735
7,neighborhood,hot,740
7,neighborhood,hot,742
7,state,hot,742
