timeid,method,spot,districtid
11,neighborhood,cold,717
11,neighborhood,hot,718
11,neighborhood,cold,720
11,state,cold,726
11,neighborhood,cold,730
11,state,cold,732
11,neighborhood,cold,735
11,state,cold,735
11,state,cold,739
11,neighborhood,cold,742
11,neighborhood,cold,745
12,neighborhood,cold,102
12,neighborhood,hot,104
12,state,hot,104
12,neighborhood,hot,107
12,neighborhood,cold,110
12,neighborhood,hot,114
12,neighborhood,cold,115
12,neighborhood,hot,116
12,neighborhood,hot,119
12,state,hot,119
12,neighborhood,cold,120
12,neighborhood,hot,122
12,neighborhood,cold,126
12,neighborhood,cold,129
12,state,cold,129
12,neighborhood,hot,132
12,neighborhood,cold,136
12,neighborhood,hot,141
12,neighborhood,cold,142
12,neighborhood,hot,143
12,neighborhood,hot,144
12,state,hot,144
12,neighborhood,cold,146
12,neighborhood,hot,150
12,neighborhood,cold,156
12,neighborhood,cold,160
12,neighborhood,hot,161
12,state,hot,163
12,neighborhood,hot,165
12,neighborhood,hot,170
12,state,hot,170
12,neighborhood,hot,172
12,state,hot,172
12,neighborhood,hot,179
12,state,hot,179
12,neighborhood,cold,183
12,state,hot,184
12,neighborhood,cold,185
12,neighborhood,hot,186
12,neighborhood,cold,188
12,neighborhood,cold,191
12,neighborhood,cold,194
12,neighborhood,cold,196
12,state,cold,196
12,neighborhood,cold,200
12,neighborhood,hot,206
12,state,hot,206
12,neighborhood,hot,208
12,state,hot,208
12,neighborhood,hot,212
12,state,hot,212
12,neighborhood,cold,214
12,neighborhood,cold,219
12,neighborhood,hot,220
12,neighborhood,cold,228
12,state,hot,228
12,neighborhood,hot,229
12,neighborhood,cold,230
12,neighborhood,hot,234
12,neighborhood,hot,235
12,neighborhood,cold,237
12,neighborhood,hot,239
12,neighborhood,hot,240
12,state,hot,240
12,neighborhood,hot,242
12,neighborhood,cold,246
12,neighborhood,hot,247
12,neighborhood,cold,257
12,state,cold,257
12,neighborhood,cold,262
12,neighborhood,hot,267
12,state,hot,267
12,neighborhood,hot,270
12,state,hot,270
12,neighborhood,hot,283
12,neighborhood,cold,287
12,state,cold,287
12,neighborhood,hot,289
12,state,hot,289
12,neighborhood,hot,290
12,neighborhood,cold,291
12,neighborhood,hot,292
12,state,hot,292
12,state,hot,294
12,neighborhood,cold,296
12,neighborhood,cold,297
12,neighborhood,hot,301
12,state,hot,301
12,neighborhood,cold,303
12,neighborhood,hot,307
12,neighborhood,hot,309
12,state,hot,309
12,neighborhood,hot,310
12,state,hot,313
12,neighborhood,cold,320
12,neighborhood,hot,322
12,state,hot,322
12,neighborhood,hot,323
12,state,hot,328
12,state,cold,329
12,neighborhood,hot,332
12,state,hot,332
12,neighborhood,hot,333
12,neighborhood,hot,335
12,state,hot,335
12,neighborhood,hot,339
12,neighborhood,hot,342
12,neighborhood,cold,345
12,state,cold,345
12,neighborhood,hot,347
12,state,hot,347
12,neighborhood,hot,348
12,state,hot,348
12,neighborhood,hot,353
12,neighborhood,cold,356
12,neighborhood,cold,357
12,neighborhood,hot,360
12,state,hot,360
12,neighborhood,hot,367
12,state,hot,367
12,neighborhood,cold,369
12,neighborhood,hot,378
12,state,hot,378
12,neighborhood,hot,382
12,state,hot,382
12,neighborhood,cold,383
12,state,hot,387
12,neighborhood,hot,390
12,neighborhood,hot,392
12,neighborhood,cold,397
12,neighborhood,hot,398
12,state,hot,398
12,neighborhood,cold,399
12,neighborhood,hot,400
12,state,hot,400
12,state,hot,405
12,neighborhood,cold,406
12,state,cold,406
12,neighborhood,cold,407
12,neighborhood,cold,408
12,state,cold,411
12,neighborhood,hot,417
12,neighborhood,hot,418
12,state,hot,418
12,neighborhood,hot,419
12,neighborhood,hot,423
12,state,hot,423
12,neighborhood,hot,425
12,state,cold,426
12,neighborhood,cold,429
12,neighborhood,hot,431
12,state,hot,431
12,neighborhood,hot,433
12,neighborhood,cold,438
12,neighborhood,cold,443
12,neighborhood,cold,445
12,state,cold,445
12,neighborhood,cold,447
12,neighborhood,cold,448
12,neighborhood,hot,454
12,state,hot,454
12,neighborhood,hot,455
12,state,hot,455
12,neighborhood,hot,456
12,state,hot,456
12,neighborhood,hot,459
12,state,hot,462
12,neighborhood,cold,465
12,neighborhood,cold,466
12,neighborhood,hot,469
12,state,hot,469
12,neighborhood,hot,470
12,neighborhood,cold,472
12,state,cold,472
12,neighborhood,cold,475
12,neighborhood,cold,476
12,neighborhood,hot,477
12,neighborhood,cold,478
12,neighborhood,hot,481
12,neighborhood,hot,483
12,state,hot,483
12,neighborhood,hot,487
12,neighborhood,hot,493
12,state,hot,493
12,neighborhood,cold,494
12,neighborhood,cold,499
12,neighborhood,hot,506
12,neighborhood,hot,507
12,state,hot,507
12,neighborhood,cold,508
12,state,cold,508
12,neighborhood,hot,518
12,neighborhood,cold,519
12,neighborhood,hot,520
12,state,hot,520
12,state,hot,526
12,neighborhood,cold,532
12,state,cold,532
12,neighborhood,hot,534
12,neighborhood,hot,538
12,state,hot,538
12,neighborhood,cold,539
12,neighborhood,cold,543
12,neighborhood,hot,546
12,neighborhood,cold,548
12,neighborhood,hot,550
12,neighborhood,cold,552
12,neighborhood,cold,556
12,neighborhood,hot,557
12,state,hot,557
12,neighborhood,cold,560
12,neighborhood,cold,563
12,state,cold,563
12,neighborhood,hot,567
12,state,hot,567
12,neighborhood,cold,569
12,neighborhood,cold,574
12,state,hot,575
12,neighborhood,hot,576
12,neighborhood,hot,583
12,neighborhood,hot,584
12,neighborhood,cold,586
12,state,hot,588
12,neighborhood,hot,589
12,state,hot,589
12,neighborhood,cold,594
12,neighborhood,cold,595
12,state,cold,595
12,neighborhood,hot,598
12,neighborhood,hot,599
12,neighborhood,hot,602
12,neighborhood,cold,604
12,neighborhood,cold,605
12,neighborhood,hot,607
12,neighborhood,cold,609
12,state,cold,609
12,neighborhood,hot,611
12,neighborhood,cold,613
12,neighborhood,cold,627
12,neighborhood,cold,629
12,neighborhood,hot,638
12,state,hot,638
12,neighborhood,cold,639
12,neighborhood,cold,642
12,neighborhood,hot,643
12,neighborhood,cold,645
12,neighborhood,cold,646
12,neighborhood,hot,652
12,neighborhood,cold,654
12,neighborhood,hot,661
12,state,hot,661
12,neighborhood,cold,663
12,state,cold,663
12,state,cold,665
12,neighborhood,hot,666
12,state,hot,666
12,neighborhood,hot,670
12,state,hot,670
12,neighborhood,hot,672
12,neighborhood,cold,678
12,neighborhood,hot,679
12,neighborhood,hot,682
12,state,hot,682
12,neighborhood,cold,684
12,neighborhood,cold,687
12,neighborhood,cold,690
12,neighborhood,hot,701
12,state,hot,701
12,neighborhood,cold,705
12,neighborhood,cold,706
12,neighborhood,hot,707
12,neighborhood,cold,711
12,neighborhood,hot,715
12,neighborhood,cold,716
12,neighborhood,cold,717
12,neighborhood,cold,723
12,state,cold,725
12,neighborhood,hot,726
12,state,cold,726
12,neighborhood,cold,730
12,neighborhood,cold,731
12,state,cold,732
12,neighborhood,hot,734
12,state,hot,734
12,neighborhood,hot,735
12,state,hot,735
12,neighborhood,cold,736
12,state,cold,736
12,neighborhood,hot,740
12,neighborhood,hot,742
12,neighborhood,hot,743
13,neighborhood,cold,102
13,neighborhood,hot,104
13,state,hot,104
13,neighborhood,hot,107
13,neighborhood,hot,108
13,neighborhood,cold,110
13,neighborhood,cold,112
13,state,hot,113
13,neighborhood,hot,114
13,neighborhood,hot,119
13,state,hot,119
13,neighborhood,cold,120
13,neighborhood,hot,122
13,state,hot,122
13,neighborhood,cold,126
13,neighborhood,cold,129
13,neighborhood,cold,130
13,neighborhood,hot,132
13,neighborhood,hot,136
13,neighborhood,cold,146
13,neighborhood,cold,153
13,neighborhood,hot,154
13,neighborhood,cold,155
13,neighborhood,cold,162
13,neighborhood,hot,165
13,state,hot,165
13,neighborhood,cold,166
13,neighborhood,hot,170
13,state,hot,170
13,neighborhood,hot,172
13,state,hot,172
13,neighborhood,hot,179
13,state,hot,179
13,state,hot,180
13,state,hot,184
13,neighborhood,cold,185
13,neighborhood,hot,186
13,neighborhood,cold,188
13,neighborhood,cold,191
13,state,hot,192
13,neighborhood,cold,194
13,neighborhood,cold,199
13,neighborhood,cold,200
13,neighborhood,hot,203
13,neighborhood,hot,206
13,state,hot,206
13,neighborhood,hot,208
13,state,hot,208
13,neighborhood,cold,210
13,neighborhood,hot,211
13,neighborhood,hot,212
13,state,hot,212
13,neighborhood,cold,217
13,neighborhood,hot,227
13,state,hot,227
13,state,hot,228
13,neighborhood,hot,231
13,neighborhood,cold,234
13,neighborhood,hot,239
13,neighborhood,hot,240
13,state,hot,240
13,neighborhood,cold,241
13,neighborhood,cold,245
13,state,cold,245
13,neighborhood,hot,247
13,neighborhood,hot,250
13,neighborhood,cold,252
13,neighborhood,hot,257
13,state,hot,257
13,neighborhood,cold,260
13,state,cold,260
13,neighborhood,hot,271
13,neighborhood,cold,274
13,neighborhood,cold,275
13,state,hot,277
13,neighborhood,hot,278
13,neighborhood,cold,287
13,neighborhood,hot,289
13,state,hot,289
13,neighborhood,cold,290
13,state,hot,292
13,state,hot,294
13,neighborhood,cold,296
13,neighborhood,hot,301
13,neighborhood,hot,304
13,neighborhood,hot,309
13,state,hot,309
13,neighborhood,hot,310
13,neighborhood,cold,314
13,neighborhood,hot,318
13,state,hot,318
13,neighborhood,cold,321
13,neighborhood,cold,327
13,state,cold,329
13,neighborhood,hot,332
13,state,hot,332
13,neighborhood,hot,333
13,neighborhood,hot,335
13,state,hot,335
13,neighborhood,hot,338
13,neighborhood,hot,339
13,neighborhood,hot,341
13,neighborhood,hot,342
13,state,cold,345
13,neighborhood,hot,348
13,state,hot,348
13,neighborhood,cold,350
13,state,cold,350
13,neighborhood,cold,355
13,neighborhood,hot,360
13,state,hot,360
13,neighborhood,cold,365
13,state,hot,367
13,neighborhood,cold,369
13,neighborhood,hot,370
13,neighborhood,hot,378
13,state,hot,378
13,neighborhood,hot,382
13,state,hot,382
13,neighborhood,cold,385
13,state,cold,385
13,neighborhood,hot,387
13,state,hot,387
13,neighborhood,hot,390
13,neighborhood,cold,392
13,neighborhood,hot,394
13,neighborhood,cold,397
13,neighborhood,cold,398
13,neighborhood,cold,400
13,state,hot,405
13,neighborhood,cold,406
13,neighborhood,cold,407
13,neighborhood,hot,416
13,neighborhood,hot,418
13,state,hot,418
13,neighborhood,cold,420
13,neighborhood,hot,423
13,state,hot,423
13,neighborhood,hot,425
13,neighborhood,hot,429
13,state,hot,429
13,neighborhood,hot,431
13,state,hot,431
13,neighborhood,hot,433
13,neighborhood,hot,434
13,state,hot,434
13,neighborhood,cold,437
13,neighborhood,cold,440
13,state,cold,440
13,neighborhood,cold,441
13,neighborhood,cold,445
13,state,cold,445
13,neighborhood,cold,451
13,neighborhood,hot,454
13,state,hot,454
13,neighborhood,hot,455
13,state,hot,455
13,neighborhood,hot,456
13,state,hot,456
13,neighborhood,hot,458
13,state,hot,458
13,neighborhood,hot,459
13,neighborhood,cold,463
13,neighborhood,cold,465
13,neighborhood,hot,469
13,state,hot,469
13,neighborhood,hot,470
13,neighborhood,cold,472
13,state,cold,474
13,neighborhood,cold,476
13,neighborhood,cold,480
13,neighborhood,hot,481
13,state,hot,483
13,neighborhood,cold,484
13,neighborhood,cold,489
13,neighborhood,hot,493
13,state,hot,493
13,neighborhood,hot,495
13,state,hot,495
13,neighborhood,hot,498
13,state,hot,498
13,neighborhood,hot,506
13,neighborhood,cold,512
13,neighborhood,hot,518
13,neighborhood,cold,519
13,neighborhood,hot,520
13,state,hot,526
13,neighborhood,cold,534
13,neighborhood,cold,539
13,neighborhood,cold,547
13,neighborhood,cold,550
13,neighborhood,hot,551
13,neighborhood,hot,553
13,neighborhood,cold,556
13,neighborhood,cold,562
13,neighborhood,cold,563
13,state,cold,563
13,neighborhood,hot,567
13,state,hot,567
13,neighborhood,cold,568
13,neighborhood,cold,569
13,neighborhood,cold,572
13,neighborhood,cold,573
13,neighborhood,cold,574
13,neighborhood,hot,575
13,state,hot,575
13,neighborhood,hot,579
13,state,hot,579
13,neighborhood,hot,583
13,neighborhood,hot,584
13,neighborhood,hot,587
13,neighborhood,hot,589
13,neighborhood,hot,590
13,neighborhood,hot,592
13,neighborhood,cold,594
13,neighborhood,cold,596
13,neighborhood,hot,598
13,neighborhood,hot,599
13,neighborhood,hot,602
13,neighborhood,cold,606
13,neighborhood,cold,622
13,neighborhood,cold,624
13,neighborhood,cold,627
13,state,cold,628
13,neighborhood,hot,638
13,state,hot,638
13,neighborhood,cold,639
13,neighborhood,cold,645
13,neighborhood,hot,648
13,state,hot,648
13,neighborhood,hot,652
13,neighborhood,cold,661
13,neighborhood,hot,663
13,state,cold,663
13,state,cold,665
13,neighborhood,hot,666
13,state,hot,666
13,neighborhood,hot,672
13,neighborhood,hot,680
13,state,hot,680
13,neighborhood,hot,682
13,state,hot,682
13,neighborhood,cold,686
13,neighborhood,hot,687
13,neighborhood,hot,689
13,state,hot,689
13,neighborhood,hot,693
13,state,cold,696
13,neighborhood,hot,701
13,state,hot,701
13,neighborhood,cold,706
13,neighborhood,hot,707
13,neighborhood,cold,712
13,neighborhood,hot,715
13,neighborhood,cold,716
13,state,cold,716
13,neighborhood,cold,723
13,neighborhood,hot,725
13,state,cold,726
13,state,cold,732
13,neighborhood,hot,737
13,neighborhood,hot,742
13,state,hot,742
13,state,cold,747
14,neighborhood,cold,102
14,neighborhood,hot,104
14,state,hot,104
14,neighborhood,hot,107
14,neighborhood,cold,108
14,neighborhood,hot,110
14,neighborhood,hot,112
14,neighborhood,hot,114
14,neighborhood,cold,115
14,neighborhood,hot,119
14,state,hot,119
14,neighborhood,cold,120
14,neighborhood,hot,122
14,state,hot,122
14,state,hot,123
14,neighborhood,hot,131
14,neighborhood,hot,132
14,neighborhood,cold,134
14,neighborhood,cold,138
14,neighborhood,cold,142
14,neighborhood,cold,143
14,neighborhood,hot,144
14,state,hot,144
14,neighborhood,hot,145
14,state,hot,145
14,neighborhood,cold,146
14,neighborhood,hot,149
14,neighborhood,hot,155
14,neighborhood,hot,161
14,neighborhood,hot,165
14,state,hot,165
14,neighborhood,cold,167
14,neighborhood,hot,172
14,state,hot,172
14,neighborhood,hot,175
14,neighborhood,hot,177
14,neighborhood,cold,178
14,state,cold,178
14,neighborhood,hot,179
14,state,hot,179
14,neighborhood,hot,186
14,state,hot,192
14,neighborhood,cold,194
14,neighborhood,cold,199
14,neighborhood,cold,200
14,neighborhood,hot,203
14,neighborhood,hot,206
14,state,hot,206
14,neighborhood,hot,208
14,state,hot,208
14,neighborhood,cold,210
14,neighborhood,cold,211
14,neighborhood,hot,212
14,state,hot,212
14,neighborhood,cold,217
14,neighborhood,cold,222
14,neighborhood,hot,225
14,neighborhood,hot,226
14,state,hot,228
14,neighborhood,hot,231
14,neighborhood,hot,232
14,neighborhood,cold,233
14,neighborhood,hot,234
14,state,hot,234
14,neighborhood,hot,235
14,neighborhood,hot,239
14,neighborhood,hot,240
14,state,hot,240
14,neighborhood,cold,243
14,neighborhood,cold,245
14,state,cold,245
14,neighborhood,hot,250
14,neighborhood,cold,252
14,neighborhood,cold,257
14,state,cold,257
14,neighborhood,cold,259
14,neighborhood,hot,260
14,state,cold,260
14,neighborhood,cold,275
14,state,hot,277
14,neighborhood,hot,278
14,neighborhood,cold,282
14,state,hot,286
14,neighborhood,cold,287
14,state,cold,287
14,neighborhood,hot,289
14,state,hot,289
14,state,hot,292
14,neighborhood,hot,293
14,state,hot,294
14,neighborhood,hot,295
14,neighborhood,cold,296
14,neighborhood,cold,297
14,state,hot,303
14,neighborhood,hot,304
14,neighborhood,hot,309
14,state,hot,309
14,neighborhood,hot,310
14,neighborhood,hot,313
14,state,hot,313
14,neighborhood,cold,314
14,state,hot,315
14,neighborhood,cold,326
14,state,hot,328
14,neighborhood,cold,329
14,state,cold,329
14,neighborhood,hot,332
14,state,hot,332
14,neighborhood,hot,333
14,neighborhood,hot,335
14,state,hot,335
14,neighborhood,cold,336
14,neighborhood,hot,337
14,state,hot,337
14,neighborhood,hot,339
14,neighborhood,hot,343
14,neighborhood,cold,345
14,state,cold,345
14,neighborhood,hot,348
14,neighborhood,cold,355
14,neighborhood,cold,356
14,neighborhood,hot,360
14,state,hot,360
14,state,cold,364
14,neighborhood,cold,365
14,state,hot,367
14,neighborhood,cold,369
14,state,hot,376
14,neighborhood,hot,378
14,state,hot,378
14,neighborhood,hot,382
14,state,hot,382
14,neighborhood,cold,385
14,neighborhood,hot,387
14,state,hot,387
14,neighborhood,hot,390
14,neighborhood,cold,392
14,neighborhood,cold,393
14,neighborhood,cold,398
14,neighborhood,hot,399
14,neighborhood,cold,400
14,state,cold,400
14,state,hot,405
14,neighborhood,cold,407
14,neighborhood,cold,408
14,state,cold,408
14,neighborhood,cold,410
14,state,cold,410
14,state,cold,411
14,neighborhood,hot,418
14,state,hot,418
14,state,hot,419
14,neighborhood,cold,420
14,neighborhood,cold,422
14,neighborhood,hot,423
14,state,hot,423
14,neighborhood,hot,429
14,state,hot,429
14,state,cold,432
14,neighborhood,hot,433
14,neighborhood,hot,434
14,state,hot,434
14,neighborhood,cold,437
14,neighborhood,cold,441
14,neighborhood,cold,445
14,state,cold,445
14,neighborhood,cold,451
14,neighborhood,hot,452
14,neighborhood,hot,454
14,state,hot,454
14,neighborhood,hot,455
14,state,hot,455
14,neighborhood,cold,456
14,state,cold,456
14,neighborhood,cold,457
14,state,cold,457
14,neighborhood,hot,459
14,neighborhood,cold,462
14,neighborhood,cold,463
14,state,cold,463
14,state,hot,469
14,neighborhood,hot,470
14,neighborhood,hot,472
14,state,hot,472
14,neighborhood,cold,474
14,state,cold,474
14,neighborhood,cold,476
14,state,hot,483
14,neighborhood,hot,487
14,state,hot,487
14,neighborhood,hot,488
14,neighborhood,cold,489
14,neighborhood,hot,493
14,state,hot,493
14,state,hot,498
14,neighborhood,hot,506
14,neighborhood,cold,512
14,neighborhood,hot,515
14,neighborhood,cold,519
14,neighborhood,hot,520
14,state,hot,526
14,neighborhood,cold,534
14,neighborhood,cold,536
14,neighborhood,cold,537
14,state,hot,538
14,neighborhood,hot,541
14,state,hot,541
14,neighborhood,hot,546
14,state,hot,546
14,neighborhood,cold,547
14,neighborhood,hot,550
14,neighborhood,hot,553
14,state,hot,553
14,neighborhood,cold,556
14,neighborhood,hot,557
14,state,hot,557
14,neighborhood,cold,560
14,neighborhood,cold,563
14,neighborhood,cold,564
14,neighborhood,hot,567
14,state,hot,567
14,neighborhood,cold,568
14,neighborhood,cold,569
14,state,hot,569
14,neighborhood,cold,570
14,state,cold,570
14,state,hot,571
14,neighborhood,cold,573
14,neighborhood,cold,574
14,neighborhood,hot,579
14,state,hot,579
14,neighborhood,hot,583
14,neighborhood,hot,584
14,state,hot,584
14,neighborhood,hot,587
14,neighborhood,cold,589
14,neighborhood,hot,591
14,neighborhood,hot,592
14,neighborhood,cold,595
14,neighborhood,hot,602
14,neighborhood,hot,606
14,neighborhood,hot,607
14,state,hot,608
14,neighborhood,cold,610
14,neighborhood,cold,617
14,neighborhood,cold,624
14,neighborhood,cold,626
14,neighborhood,cold,627
14,state,cold,628
14,neighborhood,cold,629
14,neighborhood,cold,630
14,neighborhood,hot,638
14,state,hot,638
14,neighborhood,cold,639
14,neighborhood,cold,641
14,neighborhood,cold,644
14,neighborhood,hot,648
14,state,hot,648
14,neighborhood,hot,649
14,state,hot,649
14,neighborhood,cold,651
14,neighborhood,hot,652
14,neighborhood,hot,661
14,state,cold,665
14,neighborhood,hot,666
14,state,hot,666
14,neighborhood,cold,667
14,neighborhood,hot,668
14,neighborhood,hot,672
14,neighborhood,cold,678
14,state,hot,680
14,neighborhood,hot,682
14,state,hot,682
14,neighborhood,cold,686
14,neighborhood,cold,689
14,neighborhood,cold,692
14,neighborhood,hot,693
14,neighborhood,cold,694
14,neighborhood,cold,696
14,neighborhood,hot,700
14,neighborhood,hot,707
14,neighborhood,cold,713
14,neighborhood,hot,715
14,neighborhood,cold,716
14,neighborhood,cold,717
14,state,cold,725
14,state,cold,726
14,neighborhood,cold,732
14,state,cold,732
14,neighborhood,hot,737
14,neighborhood,hot,742
14,state,hot,742
14,neighborhood,hot,743
15,neighborhood,hot,104
15,state,hot,104
15,neighborhood,hot,107
15,neighborhood,hot,108
15,state,hot,108
15,neighborhood,cold,110
15,neighborhood,cold,115
15,neighborhood,hot,119
15,neighborhood,cold,120
15,neighborhood,hot,122
15,state,hot,122
15,neighborhood,cold,126
15,neighborhood,cold,128
15,neighborhood,hot,131
15,neighborhood,hot,132
15,neighborhood,hot,133
15,neighborhood,cold,138
15,neighborhood,cold,146
15,neighborhood,cold,148
15,neighborhood,hot,150
15,neighborhood,cold,151
15,neighborhood,hot,162
15,neighborhood,hot,165
15,state,hot,165
15,neighborhood,cold,167
15,neighborhood,hot,169
15,neighborhood,hot,170
15,state,hot,170
15,neighborhood,hot,172
15,state,hot,172
15,neighborhood,hot,177
15,neighborhood,hot,179
15,state,hot,179
15,neighborhood,cold,181
15,neighborhood,cold,202
15,state,cold,202
15,neighborhood,hot,203
15,neighborhood,hot,206
15,state,hot,206
15,neighborhood,hot,208
15,neighborhood,cold,210
15,neighborhood,cold,211
15,neighborhood,hot,212
15,state,hot,212
15,neighborhood,cold,216
15,neighborhood,cold,217
15,neighborhood,hot,225
15,neighborhood,hot,226
15,neighborhood,hot,231
15,neighborhood,hot,232
15,state,hot,232
15,neighborhood,hot,235
15,neighborhood,hot,239
15,neighborhood,hot,240
15,state,hot,240
15,neighborhood,hot,241
15,state,hot,241
15,neighborhood,cold,243
15,neighborhood,hot,250
15,neighborhood,cold,260
15,state,cold,260
15,neighborhood,cold,262
15,state,cold,262
15,neighborhood,cold,264
15,neighborhood,hot,267
15,state,hot,267
15,neighborhood,hot,270
15,state,cold,270
15,neighborhood,hot,271
15,neighborhood,hot,276
15,neighborhood,hot,277
15,state,hot,277
15,neighborhood,cold,278
15,neighborhood,hot,282
15,state,hot,286
15,neighborhood,hot,289
15,state,hot,289
15,state,hot,292
15,state,hot,294
15,neighborhood,hot,295
15,state,hot,297
15,neighborhood,hot,304
15,neighborhood,hot,307
15,neighborhood,hot,309
15,state,hot,309
15,neighborhood,hot,313
15,state,hot,313
15,neighborhood,cold,321
15,neighborhood,hot,322
15,state,hot,322
15,neighborhood,cold,323
15,state,hot,328
15,neighborhood,cold,329
15,state,cold,329
15,neighborhood,hot,332
15,state,hot,332
15,neighborhood,hot,333
15,neighborhood,hot,335
15,state,hot,335
15,neighborhood,cold,336
15,state,hot,337
15,neighborhood,hot,343
15,neighborhood,cold,345
15,neighborhood,hot,347
15,state,hot,347
15,neighborhood,hot,354
15,neighborhood,hot,356
15,neighborhood,hot,360
15,state,hot,360
15,neighborhood,cold,365
15,neighborhood,cold,369
15,neighborhood,hot,378
15,state,hot,378
15,neighborhood,hot,380
15,neighborhood,hot,382
15,neighborhood,hot,383
15,neighborhood,cold,385
15,neighborhood,hot,387
15,state,hot,387
15,neighborhood,hot,390
15,state,cold,392
15,neighborhood,cold,393
15,neighborhood,cold,398
15,neighborhood,cold,399
15,neighborhood,cold,400
15,state,cold,400
15,neighborhood,hot,405
15,state,hot,405
15,neighborhood,hot,406
15,neighborhood,cold,407
15,neighborhood,cold,408
15,neighborhood,cold,411
15,neighborhood,hot,417
15,neighborhood,hot,418
15,state,hot,418
15,neighborhood,hot,423
15,state,hot,423
15,neighborhood,hot,425
15,neighborhood,cold,429
15,neighborhood,hot,431
15,neighborhood,hot,433
15,state,hot,434
15,neighborhood,cold,435
15,neighborhood,cold,437
15,neighborhood,hot,443
15,neighborhood,cold,445
15,state,cold,445
15,neighborhood,cold,447
15,neighborhood,cold,449
15,neighborhood,hot,454
15,state,hot,454
15,neighborhood,hot,455
15,state,hot,455
15,neighborhood,hot,458
15,state,hot,458
15,neighborhood,hot,459
15,neighborhood,cold,463
15,state,cold,463
15,state,hot,469
15,neighborhood,hot,470
15,neighborhood,cold,474
15,neighborhood,cold,480
15,neighborhood,hot,481
15,state,hot,483
15,neighborhood,hot,487
15,neighborhood,cold,489
15,neighborhood,hot,490
15,state,hot,490
15,neighborhood,hot,493
15,state,hot,493
15,neighborhood,hot,498
15,state,hot,498
15,neighborhood,hot,499
15,neighborhood,hot,500
15,neighborhood,cold,503
15,neighborhood,hot,506
15,neighborhood,hot,507
15,state,hot,507
15,neighborhood,cold,512
15,neighborhood,hot,518
15,neighborhood,cold,519
15,neighborhood,hot,520
15,neighborhood,cold,523
15,state,hot,526
15,state,cold,532
15,neighborhood,cold,534
15,neighborhood,cold,536
15,state,hot,538
15,neighborhood,cold,539
15,state,hot,541
15,neighborhood,hot,546
15,state,hot,546
15,neighborhood,cold,547
15,neighborhood,cold,550
15,neighborhood,hot,553
15,state,hot,553
15,neighborhood,cold,556
15,neighborhood,hot,557
15,state,hot,557
15,neighborhood,cold,558
15,neighborhood,cold,560
15,neighborhood,cold,561
15,state,cold,561
15,neighborhood,cold,563
15,state,cold,563
15,neighborhood,cold,564
15,neighborhood,cold,565
15,neighborhood,hot,566
15,state,hot,567
15,neighborhood,cold,568
15,state,hot,569
15,state,hot,571
15,neighborhood,cold,572
15,neighborhood,cold,573
15,neighborhood,cold,574
15,neighborhood,hot,579
15,state,hot,579
15,neighborhood,hot,583
15,neighborhood,hot,584
15,state,hot,584
15,neighborhood,hot,587
15,neighborhood,cold,588
15,neighborhood,cold,589
15,neighborhood,cold,590
15,neighborhood,cold,600
15,state,cold,600
15,neighborhood,hot,602
15,neighborhood,cold,605
15,state,cold,605
15,neighborhood,hot,606
15,neighborhood,hot,607
15,state,hot,608
15,neighborhood,cold,609
15,neighborhood,hot,614
15,state,hot,614
15,neighborhood,cold,615
15,neighborhood,cold,628
15,neighborhood,cold,629
15,state,cold,629
15,state,hot,638
15,neighborhood,cold,639
15,neighborhood,cold,641
15,neighborhood,cold,644
15,neighborhood,hot,648
15,state,hot,648
15,neighborhood,hot,649
15,neighborhood,cold,651
15,neighborhood,hot,652
15,neighborhood,hot,661
15,state,hot,661
15,neighborhood,hot,663
15,state,hot,663
15,neighborhood,cold,665
15,state,cold,665
15,neighborhood,hot,666
15,state,hot,666
15,neighborhood,hot,672
15,state,hot,672
15,neighborhood,cold,674
15,neighborhood,cold,677
15,neighborhood,cold,678
15,neighborhood,cold,679
15,neighborhood,hot,682
15,state,hot,682
15,neighborhood,cold,686
15,neighborhood,hot,687
15,neighborhood,hot,699
15,state,hot,699
15,neighborhood,hot,700
15,neighborhood,cold,707
15,state,cold,707
15,state,cold,714
15,neighborhood,hot,715
15,neighborhood,cold,716
15,neighborhood,hot,718
15,state,cold,726
15,neighborhood,cold,730
15,neighborhood,cold,732
15,state,cold,732
15,neighborhood,hot,737
15,neighborhood,cold,743
16,neighborhood,hot,104
16,state,hot,104
16,neighborhood,hot,107
16,neighborhood,hot,108
16,neighborhood,cold,110
16,state,hot,113
16,neighborhood,cold,115
16,neighborhood,hot,119
16,neighborhood,cold,120
16,neighborhood,hot,122
16,state,hot,122
16,neighborhood,cold,124
16,neighborhood,cold,126
16,neighborhood,cold,128
16,neighborhood,cold,130
16,neighborhood,hot,131
16,neighborhood,hot,132
16,neighborhood,hot,141
16,neighborhood,cold,143
16,neighborhood,hot,146
16,neighborhood,hot,154
16,neighborhood,hot,155
16,neighborhood,cold,160
16,neighborhood,hot,165
16,state,hot,165
16,neighborhood,cold,167
16,neighborhood,cold,169
16,neighborhood,hot,170
16,neighborhood,hot,172
16,state,hot,172
16,neighborhood,hot,179
16,state,hot,179
16,neighborhood,cold,181
16,state,hot,183
16,neighborhood,hot,184
16,neighborhood,cold,185
16,state,cold,185
16,neighborhood,cold,191
16,state,cold,194
16,neighborhood,cold,196
16,neighborhood,cold,200
16,state,cold,200
16,neighborhood,cold,202
